Temperature 2m January,Temperature 2m February,Temperature 2m March,Temperature 2m April,Temperature 2m May,Temperature 2m June,Temperature 2m July,Temperature 2m August,Temperature 2m September,Temperature 2m October,Temperature 2m November,Temperature 2m December,Forecast Albedo January,Forecast Albedo February,Forecast Albedo March,Forecast Albedo April,Forecast Albedo May,Forecast Albedo June,Forecast Albedo July,Forecast Albedo August,Forecast Albedo September,Forecast Albedo October,Forecast Albedo November,Forecast Albedo December,Snow Density January,Snow Density February,Snow Density March,Snow Density April,Snow Density May,Snow Density June,Snow Density July,Snow Density August,Snow Density September,Snow Density October,Snow Density November,Snow Density December,Snow Depth January,Snow Depth February,Snow Depth March,Snow Depth April,Snow Depth May,Snow Depth June,Snow Depth July,Snow Depth August,Snow Depth September,Snow Depth October,Snow Depth November,Snow Depth December,Snowfall January,Snowfall February,Snowfall March,Snowfall April,Snowfall May,Snowfall June,Snowfall July,Snowfall August,Snowfall September,Snowfall October,Snowfall November,Snowfall December,Snowmelt January,Snowmelt February,Snowmelt March,Snowmelt April,Snowmelt May,Snowmelt June,Snowmelt July,Snowmelt August,Snowmelt September,Snowmelt October,Snowmelt November,Snowmelt December,Latent Heat Flux January,Latent Heat Flux February,Latent Heat Flux March,Latent Heat Flux April,Latent Heat Flux May,Latent Heat Flux June,Latent Heat Flux July,Latent Heat Flux August,Latent Heat Flux September,Latent Heat Flux October,Latent Heat Flux November,Latent Heat Flux December,Net Solar Radiation January,Net Solar Radiation February,Net Solar Radiation March,Net Solar Radiation April,Net Solar Radiation May,Net Solar Radiation June,Net Solar Radiation July,Net Solar Radiation August,Net Solar Radiation September,Net Solar Radiation October,Net Solar Radiation November,Net Solar Radiation December,Surface Pressure January,Surface Pressure February,Surface Pressure March,Surface Pressure April,Surface Pressure May,Surface Pressure June,Surface Pressure July,Surface Pressure August,Surface Pressure September,Surface Pressure October,Surface Pressure November,Surface Pressure December,Sensitive Heat Flux January,Sensitive Heat Flux February,Sensitive Heat Flux March,Sensitive Heat Flux April,Sensitive Heat Flux May,Sensitive Heat Flux June,Sensitive Heat Flux July,Sensitive Heat Flux August,Sensitive Heat Flux September,Sensitive Heat Flux October,Sensitive Heat Flux November,Sensitive Heat Flux December,Downward Solar Radiation January,Downward Solar Radiation February,Downward Solar Radiation March,Downward Solar Radiation April,Downward Solar Radiation May,Downward Solar Radiation June,Downward Solar Radiation July,Downward Solar Radiation August,Downward Solar Radiation September,Downward Solar Radiation October,Downward Solar Radiation November,Downward Solar Radiation December,Downward Thermal Radiation January,Downward Thermal Radiation February,Downward Thermal Radiation March,Downward Thermal Radiation April,Downward Thermal Radiation May,Downward Thermal Radiation June,Downward Thermal Radiation July,Downward Thermal Radiation August,Downward Thermal Radiation September,Downward Thermal Radiation October,Downward Thermal Radiation November,Downward Thermal Radiation December,Temperature of Snow January,Temperature of Snow February,Temperature of Snow March,Temperature of Snow April,Temperature of Snow May,Temperature of Snow June,Temperature of Snow July,Temperature of Snow August,Temperature of Snow September,Temperature of Snow October,Temperature of Snow November,Temperature of Snow December,Total Precipitation January,Total Precipitation February,Total Precipitation March,Total Precipitation April,Total Precipitation May,Total Precipitation June,Total Precipitation July,Total Precipitation August,Total Precipitation September,Total Precipitation October,Total Precipitation November,Total Precipitation December
6.79744307812757E-05,0.000125554529301697,0.000105846101915977,6.66191158439661E-05,0.000267454071541232,0.00103682515081003,0.000308909479271804,0.000233279702515998,0.0000538604966695,6.18440651205587E-05,7.99608618640563E-05,7.05837294367406E-05,0.000595842268708302,0.000770039387706237,0.000423783147627382,0.000253242530943901,0.000388317249305933,0.000431853592407933,0.000416716246141879,0.000365787834134582,0.000112530232608382,0.000122370516489251,0.000482917228122773,0.000732664322567594,7.89146387328493E-05,0.000112358094875628,9.51943681193668E-05,6.33283765214987E-05,9.71240989946442E-05,0.000183221406032533,0.000683808841974479,0.000356284841381463,0.000117349336892872,0.000190003562248542,0.000109049406412318,0.000152102753938957,0.000809568681496009,0.000398619445475021,0.000402520970868109,0.000254632555761022,0.000281233226049871,0.000421487042398508,0.000939794067621652,0.000224074248517211,0.000173824722745644,0.000230652133273043,0.000329779309897366,0.00021032791485194,6.36592362519672E-05,0.000181711203545484,8.40851244172131E-05,4.1902319815601E-05,0.000157781396727802,0.000421226813991063,0.000426118148571872,6.87565261855788E-05,5.34795238894603E-05,0.000132921787036697,9.76329144195459E-05,9.13713817423806E-05,-4.53842624983936E-07,9.02294828369898E-07,8.05372404490412E-06,6.53255185941226E-05,0.000141212669642568,0.000164864263901862,0.000684261686907556,0.000138947554433622,7.43872292297387E-05,0.000109460431103431,7.89883681694692E-05,6.18800467352132E-06,9.17621120068102E-05,0.000136525204868115,0.000212406518467018,6.14031333721426E-05,7.81709772482014E-05,0.000594367798860651,0.000679957891112415,0.000683031250466271,9.62444584071576E-05,8.83219339919167E-05,7.08983369320654E-05,0.000173740673175243,0.00024801098355344,0.000110240133166437,0.000208062933454872,0.000117222236143832,0.000119895086298707,0.000216951192266873,0.00110021157715134,0.000382476483000957,0.000133553871373918,0.000126392458508992,9.70046811455877E-05,0.000182165378571028,0.000452855575372446,0.000216295424859192,0.000205263575315404,0.000297778867302287,0.000332677465210152,0.000729140582878565,0.000933104618053013,0.000648671296036707,0.000442810702754754,0.000403505603515236,0.000199472905883741,0.000667355030214825,0.000933530582031333,0.000446333059885534,0.000934246107121614,0.000634923164077572,0.000904498518378949,0.000255038458471987,0.000229060116162158,0.000186365971933444,0.000231904958529797,0.000137783589700827,0.000352582116838601,0.000865602882868938,0.00146517790237421,0.000574902371973732,0.000393980253462717,0.000146072572404018,0.000123155405207936,5.36383316312145E-05,0.00030729613104146,0.00026580892456535,7.02808129677213E-05,9.11300183228492E-05,0.000180218730953094,0.00022982756460915,0.000120242438781104,0.000142593761632706,8.91400889831723E-05,9.4310192472416E-05,9.34443858785022E-05,0.00069980304243743,0.000114237455926811,0.000226586599423051,8.63163161062552E-05,0.000146561515729085,8.05360245969944E-05,5.33582300533214E-05,0.000129071540210529,5.73445671554346E-05,0.000109473697378162,5.74995371738357E-05,0.000118725953194257,0.000106856963351801,6.08883335326327E-05,0.000140948300552685,7.52621259227926E-05,0.000119492030680052,0.00011434721653511,6.56057805977522E-05,6.96412012109904E-05,0.000219513699798887,8.34629480458038E-05,5.6798009230391E-05,6.15832737749955E-05,7.56643819710634E-05,0.000113849107324843,0.000173349378878793,0.000137123172802189,7.12373986140075E-05,0.000102643380491399,0.000105558110030846
